"","X","curr_name","TOTAGE","preds1","species_code","preds_lm","preds_nls","preds_mixed"
"454",544,"western juniper",270,23.2492807555514,"JuniOcci",49.9623046400783,45.656086367374,40.0935732633372
"455",554,"western juniper",275,23.5733017984961,"JuniOcci",51.2325433011811,46.0099987259791,40.5822466771774
"456",564,"western juniper",280,23.8958784392248,"JuniOcci",52.5098930269726,46.3474871043109,41.0579036495427
"457",574,"western juniper",285,24.2170427412194,"JuniOcci",53.7942298819367,46.6694528795793,41.5208062190879
"458",584,"western juniper",290,24.5368255072414,"JuniOcci",55.0854338637166,46.9767445141931,41.9712142591295
"459",594,"western juniper",295,24.8552563497473,"JuniOcci",56.3833887178905,47.2701603760915,42.4093851123068
"460",604,"western juniper",300,25.172363756245,"JuniOcci",57.6879817643117,47.5504515060797,42.8355732775192
"461",617,"western juniper",305,25.4881751500349,"JuniOcci",58.9991037341182,47.8183243086943,43.250030143229
"462",624,"western juniper",310,25.8027169467302,"JuniOcci",60.3166486165953,48.0744431498263,43.6530037618808
"463",634,"western juniper",315,26.1160146069137,"JuniOcci",61.640513515154,48.3194328496549,44.0447386607759
"464",644,"western juniper",320,26.4280926852526,"JuniOcci",62.9705985117508,48.5538810636343,44.4254756852592
"465",654,"western juniper",325,26.7389748763603,"JuniOcci",64.3068065391331,48.7783405475508,44.7954518705327
"466",664,"western juniper",330,27.0486840576676,"JuniOcci",65.6490432603512,48.9933313052035,45.1549003388151
"467",674,"western juniper",335,27.3572423295406,"JuniOcci",66.9972169550211,49.1993426192036,45.504050218929
"468",684,"western juniper",340,27.6646710528616,"JuniOcci",68.3512384118706,49.3968349668438,45.8431265857118
"469",694,"western juniper",345,27.9709908842654,"JuniOcci",69.7110208271357,49.5862418240697,46.1723504169326
"470",704,"western juniper",350,28.276221809213,"JuniOcci",71.0764797084119,49.7679713613577,46.4919385656487
"471",717,"western juniper",355,28.5803831730614,"JuniOcci",72.4475327835978,49.9424080358348,46.8021037461552
"472",724,"western juniper",360,28.8834937102783,"JuniOcci",73.8240999145928,50.1099140843178,47.1030545318846
"473",734,"western juniper",365,29.1855715719372,"JuniOcci",75.2061030154443,50.2708309221444,47.3949953637891
"474",744,"western juniper",370,29.4866343516156,"JuniOcci",76.5934659746558,50.4254804527441,47.6781265678929
"475",754,"western juniper",375,29.7866991098097,"JuniOcci",77.9861145813953,50.574166292892,47.9526443808482
"476",764,"western juniper",380,30.0857823969687,"JuniOcci",79.383976455359,50.7171749185105,48.2187409824494
"477",774,"western juniper",385,30.3839002752447,"JuniOcci",80.7869809800676,50.85477673576,48.4766045341745
"478",784,"western juniper",390,30.6810683390446,"JuniOcci",82.1950592393819,50.9872270820033,48.7264192229237
"479",794,"western juniper",395,30.9773017344654,"JuniOcci",83.6081439570511,51.1147671610409,48.9683653092109
"480",804,"western juniper",400,31.272615177686,"JuniOcci",85.0261694391057,51.2376249168173,49.2026191791502
"481",817,"western juniper",405,31.5670229723849,"JuniOcci",86.4490715189371,51.3560158495915,49.4293533996441
"482",824,"western juniper",410,31.8605390262452,"JuniOcci",87.8767875048999,51.4701437783476,49.6487367762503
"483",834,"western juniper",415,32.1531768666076,"JuniOcci",89.3092561302994,51.5802015530168,49.8609344132584
"484",844,"western juniper",420,32.4449496553226,"JuniOcci",90.7464175056256,51.6863717198631,50.0661077755587
"485",854,"western juniper",425,32.7358702028534,"JuniOcci",92.1882130729089,51.7888271431915,50.2644147519348
"486",864,"western juniper",430,33.0259509816756,"JuniOcci",93.6345855620814,51.8877315863315,50.4560097194487
"487",874,"western juniper",435,33.3152041390159,"JuniOcci",95.0854789492325,51.983240254664,50.6410436086281
"488",884,"western juniper",440,33.60364150897,"JuniOcci",96.5408384166579,52.0755003032785,50.8196639691965
"489",894,"western juniper",445,33.8912746240369,"JuniOcci",98.0006103146064,52.1646513116748,50.9920150361164
"490",904,"western juniper",450,34.178114726103,"JuniOcci",99.4647421246321,52.250825727761,51.1582377957456
