"SPCD","COMMON_NAME","GENUS","SPECIES","VARIETY","SUBSPECIES","SPECIES_SYMBOL","E_SPGRPCD","W_SPGRPCD","C_SPGRPCD","P_SPGRPCD","MAJOR_SPGRPCD","STOCKING_SPGRPCD","FOREST_TYPE_SPGRPCD","EXISTS_IN_NCRS","EXISTS_IN_NERS","EXISTS_IN_PNWRS","EXISTS_IN_RMRS","EXISTS_IN_SRS","SITETREE","SFTWD_HRDWD","ST_EXISTS_IN_NCRS","ST_EXISTS_IN_NERS","ST_EXISTS_IN_PNWRS","ST_EXISTS_IN_RMRS","ST_EXISTS_IN_SRS","CORE","EAST","WEST","CARIBBEAN","PACIFIC","WOODLAND","MANUAL_START","MANUAL_END","JENKINS_SPGRPCD","JENKINS_TOTAL_B1","JENKINS_TOTAL_B2","JENKINS_STEM_WOOD_RATIO_B1","JENKINS_STEM_WOOD_RATIO_B2","JENKINS_STEM_BARK_RATIO_B1","JENKINS_STEM_BARK_RATIO_B2","JENKINS_FOLIAGE_RATIO_B1","JENKINS_FOLIAGE_RATIO_B2","JENKINS_ROOT_RATIO_B1","JENKINS_ROOT_RATIO_B2","JENKINS_SAPLING_ADJUSTMENT","WOOD_SPGR_GREENVOL_DRYWT","WOOD_SPGR_GREENVOL_DRYWT_CIT","BARK_SPGR_GREENVOL_DRYWT","BARK_SPGR_GREENVOL_DRYWT_CIT","MC_PCT_GREEN_BARK","MC_PCT_GREEN_BARK_CIT","MC_PCT_GREEN_WOOD","MC_PCT_GREEN_WOOD_CIT","WOOD_SPGR_MC12VOL_DRYWT","WOOD_SPGR_MC12VOL_DRYWT_CIT","BARK_VOL_PCT","BARK_VOL_PCT_CIT","RAILE_STUMP_DOB_B1","RAILE_STUMP_DIB_B1","RAILE_STUMP_DIB_B2","CWD_DECAY_RATIO1","CWD_DECAY_RATIO2","CWD_DECAY_RATIO3","CWD_DECAY_RATIO4","CWD_DECAY_RATIO5","DWM_CARBON_RATIO","STANDING_DEAD_DECAY_RATIO1","STANDING_DEAD_DECAY_RATIO2","STANDING_DEAD_DECAY_RATIO3","STANDING_DEAD_DECAY_RATIO4","STANDING_DEAD_DECAY_RATIO5","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","DRYWT_TO_GREENWT_CONVERSION"
973,"cedar elm","Ulmus","crassifolia","","","ULCR",41,47,,,3,36,209,"X","","","","X","","H","","","","","","Y","E","","","","",1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.59,11,0.45,22,74.51111,22,65.69492,1,0.64,11,14,21,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,"",2005-02-24,"333","",2017-02-16,"798795",1.66545486569678407350689127105666156202E00
974,"Siberian elm","Ulmus","pumila","","","ULPU",41,47,,54,3,36,146,"X","X","X","X","X","","H","","","","X","","Y","E","","","P","",1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.54,24,0.43,24,91.08,24,66,24,0.59,24,14,24,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,"",2005-02-24,"333","",2017-02-16,"798795",1.68515521492835721426191269576807730756E00
975,"slippery elm","Ulmus","rubra","","","ULRU",41,47,,,3,36,94,"X","X","","","X","","H","X","","","","","Y","E","","","","",1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.48,1,0.29,3,170.7931,22,76.95833,22,0.53,1,14,21,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,"",2005-02-24,"333","",2017-02-16,"798795",1.84276216404149058778332693046484825201E00
976,"September elm","Ulmus","serotina","","","ULSE",41,47,,,3,36,101,"X","","","","X","","H","","","","","","Y","E","","","","",1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.54,24,0.43,24,91.08,24,66,24,0.59,24,14,24,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,"",2005-02-24,"333","",2017-02-16,"798795",1.68515521492835721426191269576807730756E00
977,"rock elm","Ulmus","thomasii","","","ULTH",42,47,,,4,36,94,"X","X","","","X","","H","X","","","","","Y","E","","","","",1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.57,1,0.5,6,57.06,22,51,1,0.63,1,14,21,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,"",2005-02-24,"333","",2017-02-16,"798795",1.516628125
981,"California laurel","Umbellularia","californica","","","UMCA",43,47,,,4,29,141,"","","X","","","","H","","","","","","Y","","W","","","",1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.51,11,0.55,7,42.78182,22,66.54902,7,0.55,11,15,21,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,"",2005-02-24,"333","",2020-06-11,"67572",1.6323966303797468354430379746835443038E00
982,"Joshua tree","Yucca","brevifolia","","","YUBR",43,47,,,3,37,221,"","","X","","","","H","","","","","","N","","W","","","",2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.991,0.822,0.647,0.541,0.541,"",2005-02-24,"333","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
986,"black mangrove","Avicennia","germinans","","","AVGE",43,47,54,,4,37,149,"","","","","X","","H","","","","","","N","E","","C","","",2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.991,0.822,0.647,0.541,0.541,"",2005-02-24,"333","",2020-06-11,"67572",1.75847359398215701559762004703938382405E00
6651,"Scotch attorney","Clusia","rosea","","","CLRO",54,54,54,54,3,37,985,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6652,"attorney","Clusia","spp.","","","CLUSI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.56,,0.56,,,,,,0.56,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6653,"deepwoods fern","Cnemidaria","horrida","","","CNHO",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6655,"treadsoftly","Cnidoscolus","aconitifolius","","","CNAC",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6658,"uvilla","Coccoloba","costata","","","COCO8",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6660,"whitewood","Coccoloba","krugii","","","COKR",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6661,"puckhout","Coccoloba","microstachya","","","COMI",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6662,"pale seagrape","Coccoloba","pallida","","","COPA24",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6663,"grandleaf seagrape","Coccoloba","pubescens","","","COPU",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6664,"uvera","Coccoloba","pyrifolia","","","COPY",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6665,"ortegon","Coccoloba","rugosa","","","CORU4",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6666,"uvero de monte","Coccoloba","sintenisii","","","COSI2",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6668,"Swartz's pigeonplum","Coccoloba","swartzii","","","COSW",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6669,"Bahama pigeonplum","Coccoloba","tenuifolia","","","COTE9",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6670,"seagrape","Coccoloba","uvifera","","","COUV",54,54,54,54,3,37,984,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6671,"false chiggergrape","Coccoloba","venosa","","","COVE",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6673,"Coccothrinax barbadensis","Coccothrinax","barbadensis","","","COBA3",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6679,"silk cottontree","Cochlospermum","vitifolium","","","COVI",53,53,53,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6681,"coconut palm","Cocos","spp.","","","COCOS",53,53,,53,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6683,"garden croton","Codiaeum","variegatum","","","COVA3",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6684,"Arabian coffee","Coffea","arabica","","","COAR2",54,54,54,54,3,37,986,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6685,"robusta coffee","Coffea","robusta","","","CORO8",54,54,,54,3,37,986,"","","X","","","","H","","","","","","N","","","","P","",1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2015-11-04,"440","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6686,"Coffea liberica","Coffea","liberica","","","COLI8",54,54,54,54,3,37,986,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6687,"coffee","Coffea","spp.","","","COFFE",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.61992,,0.61992,,,,,,0.61992,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6688,"Cojoba arborea","Cojoba","arborea","","","COAR9",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6689,"abata cola","Cola","acuminata","","","COAC4",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6691,"uab, chuchab","Colona","scabra","","","COSC13",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6693,"greenheart, common snakebark","Colubrina","arborescens","","","COAR3",54,54,54,54,3,37,984,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-11-22,"981125",1.75847359398215701559762004703938382405E00
6694,"Asian nakedwood","Colubrina","asiatica","","","COAS3",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6696,"cherry laurel","Prunus","laurocerasus","","","PRLA5",55,55,,,3,37,,"X","X","X","","X","","H","","","","","","N","X","","","","",6,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84477,0.48,25,0.61,25,,,,,0.51,25,10.24,25,0.12766,0.91979,0.12152,,,,,,,1.03065,1.00835,0.70394,0.52747,0.52747,"",2014-05-01,"440","",2017-02-16,"798795",1.76
6697,"kauila","Colubrina","oppositifolia","","","COOP",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6699,"nakedwood","Colubrina","spp.","","","COLUB",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6700,"Urban's nakedwood","Colubrina","verrucosa","","","COVE6",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6702,"ochaol","Combretum","tetralophum","","","COTE15",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.8,,0.8,,,,,,0.8,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6703,"Mao","Commersonia","bartramia","","","COBA17",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6705,"poison ash","Comocladia","dodonaea","","","CODO",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6706,"carrasco","Comocladia","glabra","","","COGL4",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6707,"Japanese flowering cherry","Prunus","serrulata","","","PRSE3",55,55,,,3,37,,"X","X","X","","X","","H","","","","","","N","X","","","","",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2014-05-01,"440","",2017-02-16,"798795",1.76
6709,"mangrove","Conocarpus","spp.","","","CONOC",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.69,,0.69,,,,,,0.69,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6710,"Luquillo Mountain snailwood","Conostegia","rufescens","","","CORU17",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6711,"Consolea moniliformis","Consolea","moniliformis","","","COMO8",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6712,"Consolea rubescens","Consolea","rubescens","","","CORU8",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6714,"copaiba","Copaifera","officinalis","","","COOF2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6716,"forest mirrorplant","Coprosma","foliosa","","","COFO2",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6717,"koi","Coprosma","kauensis","","","COKA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.719,,0.719,,,,,,0.719,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6718,"Oahu mirrorplant","Coprosma","longifolia","","","COLO4",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.719,,0.719,,,,,,0.719,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6719,"alpine mirrorplant","Coprosma","montana","","","COMO3",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.719,,0.719,,,,,,0.719,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
